index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
304,40016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,AR,72205,PULASKI,5016865000,Acute Care Hospitals,Government - State,TRUE,,1,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Above the National average,,"4301 WEST MARKHAM STREET MAIL SLOT 612
LITTLE ROCK, AR 72205
(34.751583, -92.320998)"
305,30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,MARICOPA,4806845898,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Below the National average,,Below the National average,,Above the National average,,"5555 WEST THUNDERBIRD ROAD
GLENDALE, AZ 85306
(33.610731, -112.178606)"
306,50586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,9096276111,Acute Care Hospitals,Proprietary,TRUE,,4,,Same as the National average,,Above the National average,,Above the National average,,Below the National average,,Above the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"5451 WALNUT AVE
CHINO, CA 91710
(34.026348, -117.685358)"
307,40071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,JEFFERSON,8705417100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Below the National average,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Above the National average,,Below the National average,,"1600 WEST 40TH AVENUE
PINE BLUFF, AR 71603
(34.189066, -92.018466)"
308,50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,4248356808,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1680 EAST 120TH STREET
LOS ANGELES, CA 90059
(33.924361, -118.244331)"
309,51309,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR ST,GARBERVILLE,CA,95542,HUMBOLDT,7079233921,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"733 CEDAR ST
GARBERVILLE, CA 95542
(40.102221, -123.792736)"
310,50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,7603397100,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,2,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,"1415 ROSS AVENUE
EL CENTRO, CA 92243
(32.781498, -115.56862)"
311,50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,SANTA CLARA,4082366400,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,This hospitals star rating only includes data reported on inpatient services,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Above the National average,,Above the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"700 LAWRENCE EXPRESSWAY
SANTA CLARA, CA 95051
(37.335561, -121.995768)"
312,100007,FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,FL,32803,ORANGE,4073031976,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Above the National average,,Below the National average,,Above the National average,,"601 E ROLLINS ST
ORLANDO, FL 32803
(28.573457, -81.370328)"
313,30087,SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,MARICOPA,4803233009,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Below the National average,,Above the National average,,Above the National average,,"9003 EAST SHEA BOULEVARD
SCOTTSDALE, AZ 85260
(33.582467, -111.886032)"
314,50761,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,8188810800,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"18321 CLARK STREET
TARZANA, CA 91356
(34.169776, -118.531875)"
315,30011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,5208733000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Below the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"350 NORTH WILMOT ROAD
TUCSON, AZ 85711
(32.225946, -110.857838)"
316,50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,CA,92503,RIVERSIDE,9516882211,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Not Available,Results are not available for this reporting period,"3865 JACKSON STREET
RIVERSIDE, CA 92503
(33.925697, -117.440052)"
317,90008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,DISTRICT OF COLUMBIA,2025746611,Acute Care Hospitals,Proprietary,TRUE,,1,,Same as the National average,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,"1310 SOUTHERN AVENUE SE
WASHINGTON, DC 20032
(38.834155, -76.984698)"
318,40072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ST,STUTTGART,AR,72160,ARKANSAS,8706733511,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"1703 NORTH BUERKLE ST
STUTTGART, AR 72160
(34.517773, -91.557572)"
319,161317,MARENGO MEMORIAL HOSPITAL,300 W MAY ST,MARENGO,IA,52301,IOWA,3196425543,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"300 W MAY ST
MARENGO, IA 52301
(41.801752, -92.072799)"
320,50485,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,5629332000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,"2801 ATLANTIC AVE
LONG BEACH, CA 90806
(33.807107, -118.185098)"
321,50775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,9513312200,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,"31700 TEMECULA PKWY
TEMECULA, CA 92592
(33.479248, -117.105906)"
322,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,COOK,7737021000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,Below the National average,,Above the National average,,"5841 SOUTH MARYLAND
CHICAGO, IL 60637
(41.787942, -87.604925)"
323,63301,CHILDRENS HOSPITAL COLORADO,13123 EAST 16TH AVENUE,AURORA,CO,80045,ADAMS,7207771234,Childrens,Voluntary non-profit - Private,FALSE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"13123 EAST 16TH AVENUE
AURORA, CO 80045
(39.741635, -104.835018)"
324,50204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,Acute Care Hospitals,Proprietary,TRUE,,3,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Below the National average,,Not Available,Results are not available for this reporting period,"38600 MEDICAL CENTER DRIVE
PALMDALE, CA 93552
(34.585649, -118.143668)"
325,100320,POINCIANA MEDICAL CENTER,325 CYPRESS PKWY,KISSIMMEE,FL,34758,OSCEOLA,4075302000,Acute Care Hospitals,Proprietary,TRUE,,2,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,Above the National average,,Above the National average,,Same as the National average,,"325 CYPRESS PKWY
KISSIMMEE, FL 34758
(28.142732, -81.472791)"
326,41319,"DE QUEEN MEDICAL CENTER, INC",1306 WEST COLLIN RAYE DRIVE,DE QUEEN,AR,71832,SEVIER,8705844111,Critical Access Hospitals,Proprietary,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1306 WEST COLLIN RAYE DRIVE
DE QUEEN, AR 71832
(34.046577, -94.352742)"
327,50136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,7077781111,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,"400 N MCDOWELL BLVD
PETALUMA, CA 94954
(38.253183, -122.63286)"
328,40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,"9601 INTERSTATE 630, EXIT 7",LITTLE ROCK,AR,72205,PULASKI,5012022000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,"9601 INTERSTATE 630, EXIT 7
LITTLE ROCK, AR 72205
(34.75356, -92.4007)"
